loss,mae,val_loss,val_mae
0.01924155466258526,0.10447236895561218,0.025806410238146782,0.12493938207626343
0.019074786454439163,0.10742638260126114,0.028311319649219513,0.1198849081993103
0.018504422158002853,0.10105841606855392,0.02344454824924469,0.12238568812608719
0.019064264371991158,0.10383158922195435,0.024007882922887802,0.1171579509973526
0.017173046246170998,0.10090403258800507,0.0237578172236681,0.1135326623916626
0.016917578876018524,0.09690074622631073,0.021492144092917442,0.10964608192443848
0.015629447996616364,0.09564829617738724,0.022676747292280197,0.1082598865032196
0.01724034734070301,0.09592863917350769,0.019078031182289124,0.10401813685894012
0.015470965765416622,0.09282581508159637,0.021211033686995506,0.10465167462825775
0.015908973291516304,0.09722358733415604,0.021417342126369476,0.10573606193065643
0.015172053128480911,0.09378354251384735,0.024661285802721977,0.11145409941673279
0.016624094918370247,0.09414774924516678,0.01778198964893818,0.10297751426696777
0.014757842756807804,0.08956943452358246,0.01940343528985977,0.10156965255737305
0.014808806590735912,0.0902111679315567,0.0195865947753191,0.10189571231603622
0.014882249757647514,0.09295013546943665,0.021016215905547142,0.10373006016016006
0.013284836895763874,0.0856533870100975,0.017071068286895752,0.09714187681674957
0.014420161955058575,0.08690603077411652,0.018297608941793442,0.09735161811113358
0.013356531970202923,0.08843107521533966,0.015970589593052864,0.09609256684780121
0.015105225145816803,0.08906417340040207,0.018878892064094543,0.10117649286985397
0.014256400987505913,0.09084336459636688,0.01949331909418106,0.1028621569275856
0.013445932418107986,0.08572176098823547,0.01663484051823616,0.09288859367370605
0.014032621867954731,0.08694161474704742,0.015428811311721802,0.090689517557621
0.014701868407428265,0.09067618101835251,0.01474702637642622,0.09075945615768433
0.01310583483427763,0.08340020477771759,0.015702979639172554,0.0928199365735054
0.01300808135420084,0.08417454361915588,0.017336584627628326,0.09696316719055176
0.01619645394384861,0.09229372441768646,0.016942093148827553,0.09642837941646576
0.012827597558498383,0.08314727991819382,0.01584339141845703,0.09179460257291794
0.012893789447844028,0.08323249220848083,0.01571955345571041,0.09157455712556839
0.012581697665154934,0.08331037312746048,0.018594857305288315,0.09572853147983551
0.014095442369580269,0.08725399523973465,0.013886175118386745,0.08793254941701889
0.01203120592981577,0.08168467879295349,0.015027993358671665,0.09000377357006073
0.012207497842609882,0.08054496347904205,0.016178986057639122,0.09168470650911331
0.011517075821757317,0.08059421926736832,0.015342476777732372,0.0888826921582222
0.011802907101809978,0.0792030543088913,0.014699398539960384,0.0875340923666954
0.011990511789917946,0.08072035759687424,0.013698434457182884,0.08661160618066788
0.01176544465124607,0.08030007779598236,0.014606059528887272,0.08745799958705902
0.010935014113783836,0.07829614728689194,0.014134775847196579,0.08677813410758972
0.010726808570325375,0.07406265288591385,0.01414859015494585,0.08532143384218216
0.012455440126359463,0.07894443720579147,0.014846399426460266,0.08685831725597382
0.011458833701908588,0.07727077603340149,0.014017553068697453,0.08357632905244827
0.012317167595028877,0.08064693212509155,0.012875746935606003,0.08280955255031586
0.011802779510617256,0.07773479074239731,0.012450076639652252,0.08091272413730621
0.01076517254114151,0.0746498703956604,0.01432581152766943,0.08588315546512604
0.011102701537311077,0.07539011538028717,0.014174398966133595,0.0868341401219368
0.012109006755053997,0.07717114686965942,0.011432561092078686,0.0788922980427742
0.00983250979334116,0.07126885652542114,0.012338782660663128,0.07879646867513657
0.011541755869984627,0.07589887082576752,0.012992174364626408,0.08159254491329193
0.011190411634743214,0.0778375044465065,0.015866680070757866,0.089862160384655
0.010747899301350117,0.07475043833255768,0.012009121477603912,0.07590434700250626
0.01087555568665266,0.07691458612680435,0.01653248630464077,0.09592398256063461
0.010903296992182732,0.07814905792474747,0.012227998115122318,0.08338022977113724
0.010845465585589409,0.07750893384218216,0.014624619856476784,0.08676986396312714
0.010487494990229607,0.07543756067752838,0.012607264332473278,0.07757241278886795
0.010511623695492744,0.07440795749425888,0.012159932404756546,0.07867267727851868
0.009223436936736107,0.07047542929649353,0.01137499324977398,0.07598926872015
0.009209830313920975,0.06981618702411652,0.011317877098917961,0.07656395435333252
0.00995567999780178,0.070451520383358,0.014378417283296585,0.0832880511879921
0.009779121726751328,0.07164185494184494,0.010639403946697712,0.07348978519439697
0.010255126282572746,0.07150737196207047,0.012191197834908962,0.07945065945386887
0.011101283133029938,0.07508194446563721,0.014529594220221043,0.08591099828481674
0.0103989252820611,0.07332659512758255,0.01084013283252716,0.07432535290718079
0.009796306490898132,0.06952837854623795,0.010663202963769436,0.0715920627117157
0.009329725056886673,0.06947995722293854,0.012801452539861202,0.07884854823350906
0.010133257135748863,0.0734005719423294,0.01181855145841837,0.07965120673179626
0.009083869867026806,0.06933615356683731,0.01538037322461605,0.08530202507972717
0.01110150758177042,0.07530593872070312,0.010518288239836693,0.07399967312812805
0.009757527150213718,0.07189931720495224,0.011813697405159473,0.07752442359924316
0.009501800872385502,0.0717681348323822,0.01324461493641138,0.0796269029378891
0.009526028297841549,0.07113725692033768,0.010132393799722195,0.07049965858459473
0.008837629109621048,0.0666101798415184,0.009487301111221313,0.06984356045722961
0.009367566555738449,0.06977078318595886,0.01318703405559063,0.0793943926692009
0.010141159407794476,0.07306570559740067,0.012081061489880085,0.0798587054014206
0.009454806335270405,0.0693439468741417,0.011819121427834034,0.07505837827920914
0.01079016923904419,0.07516780495643616,0.012643473222851753,0.08180723339319229
0.00825745053589344,0.06425179541110992,0.010402165353298187,0.07044515758752823
0.008740847930312157,0.06922315061092377,0.01098114438354969,0.07434088736772537
0.008637994527816772,0.06681150943040848,0.012172586284577847,0.07729437202215195
0.008976173587143421,0.06766807287931442,0.009017463773488998,0.07084937393665314
0.008579898625612259,0.06600586324930191,0.01170916948467493,0.07494083791971207
0.008985028602182865,0.06833033263683319,0.009884627535939217,0.07202938199043274
0.008766226470470428,0.06842724978923798,0.010809503495693207,0.0728834941983223
0.008893629536032677,0.06754185259342194,0.009918274357914925,0.06864719092845917
0.008191869594156742,0.06518811732530594,0.010568437166512012,0.07149659097194672
0.008121165446937084,0.06569591909646988,0.009486150927841663,0.06967300176620483
0.00749932462349534,0.06213518604636192,0.011324121616780758,0.07351614534854889
0.009043926373124123,0.06462147831916809,0.010501484386622906,0.07260442525148392
0.008116870187222958,0.06532126665115356,0.010599040426313877,0.07376796007156372
0.007917501963675022,0.06370540708303452,0.009733977727591991,0.06753738969564438
0.007560634054243565,0.061376046389341354,0.008917578496038914,0.07032094895839691
0.007737351581454277,0.06252042949199677,0.010136119090020657,0.06808307021856308
0.007677908055484295,0.06363145262002945,0.009642324410378933,0.0726046934723854
0.008939841762185097,0.06561228632926941,0.011161178350448608,0.07677938789129257
0.007384425960481167,0.06167635694146156,0.0071790399961173534,0.0626518651843071
0.006809534039348364,0.06143762543797493,0.012697955593466759,0.08207549899816513
0.0076643964275717735,0.06539551913738251,0.007963506504893303,0.06445541232824326
0.006878397427499294,0.06176421791315079,0.00912552047520876,0.06771289557218552
