loss,mae,val_loss,val_mae
0.03788897022604942,0.1442999392747879,0.042174894362688065,0.1585436761379242
0.03214103728532791,0.1339469850063324,0.04300670698285103,0.14467240869998932
0.033141907304525375,0.14385749399662018,0.04025895521044731,0.1487046331167221
0.031003424897789955,0.12941037118434906,0.041877735406160355,0.14412175118923187
0.0312058012932539,0.13898174464702606,0.03962663933634758,0.14667533338069916
0.029686197638511658,0.12947851419448853,0.039813440293073654,0.14491620659828186
0.02778289094567299,0.13022921979427338,0.03842811658978462,0.14843468368053436
0.026934867724776268,0.12913551926612854,0.03864872083067894,0.14483630657196045
0.02874913066625595,0.13065792620182037,0.03777897357940674,0.14639535546302795
0.02793269231915474,0.12894794344902039,0.03741728886961937,0.14566928148269653
0.027859972789883614,0.12873423099517822,0.03712189197540283,0.1451289802789688
0.025886008515954018,0.12337290495634079,0.036532338708639145,0.14510688185691833
0.025720389559864998,0.12639808654785156,0.03662801906466484,0.14336208999156952
0.026553519070148468,0.13050837814807892,0.03891189396381378,0.1406543254852295
0.02652953378856182,0.12495233863592148,0.03577833250164986,0.14820250868797302
0.025731312111020088,0.12183048576116562,0.03536686301231384,0.14306801557540894
0.02503466233611107,0.1268194168806076,0.03783969208598137,0.13855049014091492
0.027782712131738663,0.12142635881900787,0.03528760373592377,0.14865785837173462
0.026012210175395012,0.12835918366909027,0.03715710714459419,0.1381184160709381
0.025266364216804504,0.12084028869867325,0.03485118970274925,0.14503887295722961
0.02413632906973362,0.12023526430130005,0.03494429960846901,0.14061255753040314
0.024051329120993614,0.12087652832269669,0.03485126420855522,0.1397949457168579
0.024362066760659218,0.11970692873001099,0.0341506265103817,0.1419527679681778
0.024841075763106346,0.12145055085420609,0.034724291414022446,0.1390056610107422
0.022956959903240204,0.11431348323822021,0.03385230526328087,0.1414574831724167
0.024341031908988953,0.12153049558401108,0.03453895077109337,0.13945791125297546
0.023083209991455078,0.11586391180753708,0.034819722175598145,0.13686133921146393
0.02345089055597782,0.1160428375005722,0.03383076190948486,0.14403223991394043
0.024969061836600304,0.12306058406829834,0.035134319216012955,0.13468065857887268
0.022438745945692062,0.11334766447544098,0.031991731375455856,0.1371346116065979
0.022930650040507317,0.11447428911924362,0.03154532238841057,0.13462114334106445
0.021748466417193413,0.11484792828559875,0.03409166261553764,0.13148079812526703
0.02148604951798916,0.11260373145341873,0.03013765998184681,0.13461585342884064
0.02092699334025383,0.10830917954444885,0.03244469687342644,0.1314273327589035
0.02075844816863537,0.10650316625833511,0.029178256168961525,0.13734689354896545
0.020099885761737823,0.1077217385172844,0.02948600798845291,0.12647126615047455
0.020957671105861664,0.10796274244785309,0.029979635030031204,0.12509995698928833
0.01929127797484398,0.10487011075019836,0.02986777573823929,0.12565943598747253
0.01986398547887802,0.10705520957708359,0.030237356200814247,0.12453093379735947
0.02016189508140087,0.10759710520505905,0.025625158101320267,0.13028788566589355
0.017677877098321915,0.10169602930545807,0.02503226138651371,0.11791270226240158
0.018263721838593483,0.0999189168214798,0.02690146490931511,0.1190495416522026
0.017361395061016083,0.09740924090147018,0.022573433816432953,0.11693411320447922
0.017073312774300575,0.09929388016462326,0.02546432428061962,0.11764641106128693
0.016058199107646942,0.0950988382101059,0.021744780242443085,0.1122068241238594
0.017116595059633255,0.10055465996265411,0.023286251351237297,0.1094517633318901
0.01798296347260475,0.0976034626364708,0.02525842934846878,0.11506620794534683
0.02326074428856373,0.11675351113080978,0.035968538373708725,0.13403335213661194
0.023107420653104782,0.11427244544029236,0.032889194786548615,0.1383872628211975
0.023015091195702553,0.12109208852052689,0.03281114622950554,0.13488774001598358
0.021868446841835976,0.11184893548488617,0.029854945838451385,0.1320877969264984
0.019958656281232834,0.11034079641103745,0.029498865827918053,0.12777093052864075
0.020072059705853462,0.10782571882009506,0.02849862352013588,0.1262746900320053
0.019170233979821205,0.10710305720567703,0.02741561271250248,0.12439773231744766
